sku,price_family,community,role_b2b,elasticity_final,elasticity_operative,elasticity_source,price_mean,cost_mean,q_mean,q_total,revenue_total,guardrail_pct,p_min_guardrail,p_max_guardrail
BFGoodrich_Agrícola_Implementos_0021,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.1963516601124633,-1.1836012557010578,blended_GAM_adjusted,638.8586356223176,176.40355193133047,135.50296137339055,31572.19,19327690.55,0.1,574.9727720600858,702.7444991845495
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0003,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Competitive Fighter,-0.9609778817300572,-0.9334149096269064,blended_GAM_adjusted,460.1370467479675,128.3263800813008,177.5979674796748,43689.1,19431348.25,0.1,414.12334207317076,506.15075142276424
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0018,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-1.0182874859793445,-1.0182874859793445,sku_hierarchical,407.865773568282,116.8125052863436,347.1644052863436,78806.31999999999,30888902.64,0.15,346.6859075330397,469.04563960352425
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0024,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Premium Leader,-1.0074805721512083,-0.9808476538564802,blended_GAM_adjusted,381.8133256302521,120.57456218487395,56.21567226890756,13379.33,4891427.8,0.15,324.54132678571426,439.0853244747899
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0051,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-0.9893569492946304,-0.9893569492946304,sku_hierarchical,438.9847629482072,143.47231713147409,216.3805577689243,54311.52,23115495.67,0.15,373.1370485059761,504.83247739043827
Falken_Agrícola_Implementos_0034,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,KVI,-1.1456909254622385,-1.1319273063578288,blended_GAM_adjusted,621.3314639676114,166.78849635627532,212.7357489878543,52545.73,31354102.2,0.05,590.2648907692308,652.398037165992
Falken_Agrícola_Premium Radial_0000,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,KVI,-0.7171131157899496,-0.7171131157899496,sku_hierarchical,1744.8302385245902,585.7776204918032,37.91077868852459,9250.23,15794066.32,0.05,1657.5887265983606,1832.0717504508198
Falken_Agrícola_Premium Radial_0022,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_03,Premium Leader,-0.7844856760646751,-0.7844856760646751,sku_hierarchical,1968.889874273859,528.2885526970954,71.54609958506224,17242.61,33139289.48,0.15,1673.5563931327802,2264.223355414938
Falken_Agrícola_Tractor_0002,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Competitive Fighter,-0.9054322925095027,-0.9726279142248472,blended_GAM_adjusted,1301.4726943965516,336.36119655172416,41.95068965517241,9732.56,12156277.7,0.1,1171.3254249568965,1431.6199638362068
Falken_Agrícola_Tractor_0077,Agrícola | Tractor,Agrícola_|_Tractor_Community_01,Competitive Fighter,-0.926684920307416,-0.926684920307416,sku_hierarchical,1094.9576944206008,307.308225751073,84.25412017167382,19631.21,20722723.71,0.1,985.4619249785408,1204.453463862661
Falken_Camión_Long Haul_0029,Camión | Long Haul,Camión_|_Long_Haul_Community_03,Premium Leader,-0.989827968408719,-0.989827968408719,sku_hierarchical,593.7246471615721,178.969192139738,163.0879475982533,37347.14,21273521.52,0.15,504.6659500873362,682.7833442358078
Falken_Camión_Long Haul_0048,Camión | Long Haul,Camión_|_Long_Haul_Community_03,Competitive Fighter,-0.944874238488548,-0.944874238488548,sku_hierarchical,645.150497107438,219.25305661157023,129.61004132231406,31365.63,19529237.75,0.1,580.6354473966942,709.6655468181818
Falken_Camión_Obras / Mixto_0032,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_01,Premium Leader,-0.8696755962604432,-0.8696755962604432,sku_hierarchical,733.8062688311688,209.45742380952385,119.35458874458874,27570.91,19458049.21,0.15,623.7353285064935,843.8772091558441
Falken_Camión_Obras / Mixto_0055,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,KVI,-0.7976867603851912,-0.7976867603851912,sku_hierarchical,820.9325416666667,209.3187458333333,78.46204166666666,18830.89,15100095.8,0.05,779.8859145833333,861.9791687500001
Falken_Camión_Obras / Mixto_0062,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,Premium Leader,-0.8693378654668398,-0.8693378654668398,sku_hierarchical,771.6578836206897,215.75303793103447,106.7967672413793,24776.85,18568442.59,0.15,655.9092010775863,887.4065661637932
Falken_Camión_Regional_0000,Camión | Regional,Camión_|_Regional_Community_02,Premium Leader,-1.100663240968516,-1.1173440598356807,blended_GAM_adjusted,775.3309540650406,199.14582520325203,127.17252032520324,31284.44,23470084.49,0.15,659.0313109552845,891.6305971747967
Falken_Camión_Regional_0052,Camión | Regional,Camión_|_Regional_Community_01,Traffic Driver,-1.0121901914776672,-1.0121901914776672,sku_hierarchical,599.561561632653,162.15484408163266,57.606,14113.47,8242226.07,0.08,551.5966367020408,647.5264865632653
Falken_Coche_Budget_0005,Coche | Budget,Coche_|_Budget_Community_03,Premium Leader,-2.5608231969136424,-2.65610848462968,blended_GAM_adjusted,110.95505238095238,30.65489826839827,182.10181818181815,42065.52,4446991.22,0.15,94.31179452380952,127.59831023809522
Falken_Coche_Budget_0044,Coche | Budget,Coche_|_Budget_Community_03,Competitive Fighter,-2.527890028768127,-2.622516653121254,blended_GAM_adjusted,100.3099843220339,22.498105084745763,124.99631355932203,29499.13,2694695.23,0.1,90.27898588983051,110.3409827542373
Falken_Coche_Budget_0064,Coche | Budget,Coche_|_Budget_Community_01,Competitive Fighter,-2.47844560345036,-2.6718125742156373,blended_GAM_adjusted,96.48489473684212,27.135957489878543,271.9827125506073,67179.73,5920578.74,0.1,86.83640526315791,106.13338421052634
Falken_Coche_Budget_0068,Coche | Budget,Coche_|_Budget_Community_01,Traffic Driver,-2.426680771790745,-2.61901244592283,blended_GAM_adjusted,113.7905075,27.332272083333333,174.0907083333333,41781.77,4409013.83,0.08,104.68726690000001,122.89374810000001
Falken_Coche_Eco_0000,Coche | Eco,Coche_|_Eco_Community_02,Competitive Fighter,-1.4417880866221269,-1.4157447817495483,blended_GAM_adjusted,188.4955893162393,49.283144444444446,144.12820512820514,33726.0,6025650.1,0.1,169.64603038461536,207.34514824786322
Falken_Coche_Eco_0032,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.5140368170252296,-1.4598953019722758,blended_GAM_adjusted,197.4083033472803,57.1190769874477,259.72640167364017,62074.61,11684982.74,0.15,167.79705784518825,227.01954884937234
Falken_Coche_Eco_0036,Coche | Eco,Coche_|_Eco_Community_02,Traffic Driver,-1.3986253085078315,-1.3717187480729671,blended_GAM_adjusted,201.0342281512605,53.03975714285714,238.8076050420168,56836.21,10858629.1,0.08,184.95148989915967,217.11696640336135
Falken_Coche_Eco_0077,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.5262935830826805,-1.472397203350876,blended_GAM_adjusted,184.02207727272727,59.88092190082645,235.9626033057851,57102.95,10058451.77,0.15,156.41876568181817,211.62538886363635
Falken_Coche_Performance_0007,Coche | Performance,Coche_|_Performance_Community_02,Competitive Fighter,-1.0925215326006252,-1.1004645851325765,blended_GAM_adjusted,329.07258776371305,112.34164177215187,259.0197890295359,61387.69,19292109.27,0.1,296.16532898734175,361.9798465400844
Falken_Coche_Performance_0014,Coche | Performance,Coche_|_Performance_Community_01,Competitive Fighter,-1.0582978868577129,-1.0582978868577129,sku_hierarchical,381.1029545816733,94.3211828685259,126.3693625498008,31718.71,11578487.58,0.1,342.992659123506,419.21325003984066
Falken_Coche_Performance_0057,Coche | Performance,Coche_|_Performance_Community_01,Traffic Driver,-1.0040144138885578,-1.0040144138885578,sku_hierarchical,351.75966988416985,118.58360231660232,169.28988416988415,43846.08,14794838.23,0.08,323.61889629343625,379.90044347490345
Falken_Coche_Touring_0039,Coche | Touring,Coche_|_Touring_Community_02,Premium Leader,-1.812882616061869,-1.8458699788144608,blended_GAM_adjusted,145.5891718367347,46.40397551020408,300.24044897959186,73558.91,10038486.86,0.15,123.75079606122449,167.4275476122449
Falken_Furgoneta_Reforzado_0006,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,KVI,-1.03482853589269,-1.0484184511439825,blended_GAM_adjusted,243.50527918367348,71.97416693877551,189.440693877551,46412.97,10890956.43,0.05,231.33001522448978,255.68054314285718
Falken_Furgoneta_Reforzado_0045,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Competitive Fighter,-1.0625702879629926,-1.0831632965497844,blended_GAM_adjusted,226.96069834710744,76.19741198347107,321.64797520661153,77838.81,16977842.169999998,0.1,204.2646285123967,249.6567681818182
Falken_Furgoneta_Reforzado_0048,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_02,KVI,-1.03281879182542,-1.0696041422247045,blended_GAM_adjusted,223.623083805668,72.09862672064777,177.73959514170042,43901.68,9316001.24,0.05,212.44192961538457,234.8042379959514
Falken_Furgoneta_Reforzado_0051,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,Premium Leader,-1.1380480223891334,-1.1537023273703546,blended_GAM_adjusted,252.22072326530613,71.74185959183674,309.80877551020404,75903.15,18347444.49,0.15,214.3876147755102,290.053831755102
Falken_Furgoneta_Standard_0054,Furgoneta | Standard,Furgoneta_|_Standard_Community_03,Traffic Driver,-1.3357833112833215,-1.2950606731614052,blended_GAM_adjusted,178.9070224489796,55.16827877551021,328.1657551020408,80400.61,13826612.44,0.08,164.59446065306125,193.219584244898
Falken_Industrial_Construcción Pesada_0003,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Traffic Driver,-0.8185142257698625,-0.8407891515478226,blended_GAM_adjusted,2084.0057033333333,625.8013279166667,19.573,4697.52,9421288.16,0.08,1917.2852470666667,2250.7261596
Falken_Industrial_Construcción Pesada_0005,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Premium Leader,-0.8900576755507019,-0.94973807858188,blended_GAM_adjusted,2036.9700481171544,741.6972343096235,29.65112970711297,7086.62,13986486.95,0.15,1731.4245408995812,2342.515555334727
Falken_Industrial_Construcción Pesada_0010,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.9104725607683628,-0.9345866532462928,blended_GAM_adjusted,1827.48686212766,615.8290540425531,59.86821276595745,14069.03,24717894.65,0.15,1553.363832808511,2101.609891446809
Falken_Industrial_Construcción Pesada_0060,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.9185818204700787,-0.9428580981420432,blended_GAM_adjusted,1681.5787983193277,647.5866693277311,62.28071428571428,14822.81,24023798.94,0.15,1429.3419785714284,1933.8156180672268
Falken_Industrial_Manipulación Ligera_0001,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Premium Leader,-1.3203293283720112,-1.3477402606293436,blended_GAM_adjusted,348.4191792531121,96.64295352697096,194.2016597510373,46802.6,15485278.51,0.15,296.1563023651453,400.6820561410789
Falken_Industrial_Manipulación Ligera_0015,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Competitive Fighter,-1.2947255777119313,-1.321624434956062,blended_GAM_adjusted,304.1955779116466,93.72433413654618,312.3444578313253,77773.77,22325729.99,0.1,273.7760201204819,334.61513570281124
Falken_Industrial_Manipulación Ligera_0019,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Competitive Fighter,-1.2805144987972177,-1.2908427487870648,blended_GAM_adjusted,339.27229705882354,82.82805210084032,76.07516806722688,18105.89,5912445.5,0.1,305.3450673529412,373.1995267647059
Falken_Industrial_Manipulación Ligera_0026,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Traffic Driver,-1.227129974444405,-1.2363905339471963,blended_GAM_adjusted,293.87812276422767,86.21944471544715,161.37780487804878,39698.94,11057705.58,0.08,270.3678729430895,317.3883725853659
Falken_Industrial_Manipulación Ligera_0077,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Premium Leader,-1.3088450198342891,-1.308577949092848,blended_GAM_adjusted,329.9930889830509,104.37515169491526,202.31313559322035,47745.9,15008012.67,0.15,280.49412563559326,379.4920523305085
Falken_Industrial_Portuario/Especial_0029,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,KVI,-0.6648569730046937,-0.6648569730046937,sku_hierarchical,5286.487991836734,2740.771730612245,0.8253877551020408,202.22,1040564.54,0.05,5022.163592244897,5550.812391428572
Falken_Industrial_Portuario/Especial_0039,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Competitive Fighter,-0.6853922109151884,-0.6853922109151884,sku_hierarchical,5159.6287451882845,2610.74800125523,0.5917573221757323,141.43,706089.91,0.1,4643.665870669456,5675.591619707114
Falken_Industrial_Portuario/Especial_0060,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Premium Leader,-0.713552418829601,-0.713552418829601,sku_hierarchical,5209.074476446281,2301.438167355372,0.2725619834710743,65.96,331757.21,0.15,4427.713304979338,5990.435647913222
Falken_Industrial_Portuario/Especial_0075,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Premium Leader,-0.7003765503183041,-0.7003765503183041,sku_hierarchical,5215.075831739131,2230.0677060869566,1.5941739130434784,366.66,1856913.78,0.15,4432.814456978262,5997.3372065
Falken_SUV / 4x4_All Terrain (A/T)_0023,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Premium Leader,-1.3233403987543446,-1.3000370261862182,blended_GAM_adjusted,319.1892388,102.7920172,229.65204,57413.01,17423165.51,0.15,271.31085298,367.06762461999995
Falken_SUV / 4x4_All Terrain (A/T)_0034,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,Premium Leader,-1.316210227004018,-1.2777199287736756,blended_GAM_adjusted,351.52643621399176,106.90931604938272,231.25975308641975,56196.12,18829524.87,0.15,298.79747078189297,404.2554016460905
Falken_SUV / 4x4_All Terrain (A/T)_0079,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Traffic Driver,-1.176545993819096,-1.1503067331522645,blended_GAM_adjusted,374.1647935622318,82.5745008583691,138.0833905579399,32173.43,11562324.32,0.08,344.23161007725326,404.0979770472104
Falken_SUV / 4x4_Highway Terrain (H/T)_0031,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_03,Traffic Driver,-1.572626650423412,-1.5438060788824566,blended_GAM_adjusted,248.718493902439,68.92037845528456,132.11020325203253,32499.11,7668409.02,0.08,228.8210143902439,268.61597341463414
Falken_SUV / 4x4_Highway Terrain (H/T)_0052,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_02,Traffic Driver,-1.5452993251020333,-1.555482514333841,blended_GAM_adjusted,212.4081334710744,69.01578388429752,181.0444214876033,43812.75,8729257.27,0.08,195.41548279338846,229.40078414876035
Falken_SUV / 4x4_Mud Terrain (M/T)_0015,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-0.9899648057178108,-0.9899648057178108,sku_hierarchical,460.24,113.6885,92.03162393162394,21535.4,9594495.48,0.15,391.204,529.276
Falken_SUV / 4x4_Mud Terrain (M/T)_0044,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Traffic Driver,-0.877838356864977,-0.8486125942645245,blended_GAM_adjusted,431.8558520661157,128.37747396694215,68.57677685950412,16595.579999999998,6990933.98,0.08,397.30738390082644,466.404320231405
Falken_SUV / 4x4_Mud Terrain (M/T)_0055,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Competitive Fighter,-0.9772047861315264,-0.9772047861315264,sku_hierarchical,390.32531693548384,132.87043467741935,234.48701612903224,58152.78,21808689.05,0.1,351.29278524193546,429.3578486290323
Falken_SUV / 4x4_Mud Terrain (M/T)_0079,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-1.0153386764560597,-1.0153386764560597,sku_hierarchical,457.3794839506173,133.2585744855967,189.28609053497945,45996.52,20159660.98,0.15,388.77256135802475,525.9864065432099
Firestone_Agrícola_Implementos_0000,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.199577062980535,-1.186891166626491,blended_GAM_adjusted,611.230787398374,184.9089085365854,115.86239837398377,28502.15,16499581.67,0.1,550.1077086585366,672.3538661382114
Firestone_Agrícola_Implementos_0064,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.1735347788559267,-1.160328036819391,blended_GAM_adjusted,640.832558436214,195.83480658436213,137.91798353909465,33514.07,20412803.87,0.1,576.7493025925926,704.9158142798354
Firestone_Agrícola_Implementos_0070,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.1744895136728104,-1.161301866332612,blended_GAM_adjusted,597.9212681034483,172.88934612068965,113.14866379310344,26250.49,15014705.73,0.1,538.1291412931034,657.7133949137931
Firestone_Agrícola_Implementos_0073,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Traffic Driver,-1.1104805536868496,-1.096012727146932,blended_GAM_adjusted,630.5200145228216,187.87800456431532,84.47900414937759,20359.44,12309650.16,0.08,580.0784133609959,680.9616156846474
Firestone_Agrícola_Premium Radial_0013,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_03,Premium Leader,-0.8098104955331711,-0.8098104955331711,sku_hierarchical,1724.5375908333333,659.0532620833333,34.638875,8313.33,13797934.52,0.15,1465.8569522083333,1983.218229458333
Firestone_Agrícola_Tractor_0014,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,KVI,-0.8927861174711719,-0.9597288156857494,blended_GAM_adjusted,1118.2195821011674,271.5382490272374,60.51272373540856,15551.77,16852740.1,0.05,1062.308602996109,1174.1305612062258
Firestone_Agrícola_Tractor_0039,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Competitive Fighter,-0.945137627338782,-1.013127355750712,blended_GAM_adjusted,1118.0682020746888,336.41336307053945,128.69427385892115,31015.32,33422071.52,0.1,1006.2613818672199,1229.8750222821577
Firestone_Camión_Long Haul_0052,Camión | Long Haul,Camión_|_Long_Haul_Community_02,Competitive Fighter,-0.9321941881068956,-0.9199798771022466,blended_GAM_adjusted,649.8505037344398,190.07243402489627,222.25485477178424,53563.42,33665492.08,0.1,584.8654533609958,714.8355541078839
Firestone_Camión_Obras / Mixto_0028,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_02,Premium Leader,-0.835560978763168,-0.835560978763168,sku_hierarchical,739.8677572580644,224.7026068548387,178.83399193548388,44350.83,32040109.45,0.15,628.8875936693547,850.8479208467741
Firestone_Camión_Regional_0001,Camión | Regional,Camión_|_Regional_Community_02,Competitive Fighter,-1.0517028992982862,-1.0674045113320465,blended_GAM_adjusted,672.7215662698413,209.55598174603176,95.68484126984129,24112.58,15649352.61,0.1,605.4494096428572,739.9937228968255
Firestone_Camión_Regional_0029,Camión | Regional,Camión_|_Regional_Community_03,Competitive Fighter,-1.054174230175005,-1.0048063781160204,blended_GAM_adjusted,641.8683684647302,162.53333402489625,94.83253112033196,22854.64,14062002.94,0.1,577.6815316182572,706.0552053112033
Firestone_Camión_Regional_0038,Camión | Regional,Camión_|_Regional_Community_03,Traffic Driver,-0.9765263426276016,-0.9256055328176688,blended_GAM_adjusted,687.717382278481,186.49399789029536,36.86611814345992,8737.27,5817897.32,0.08,632.6999916962025,742.7347728607594
Firestone_Camión_Regional_0056,Camión | Regional,Camión_|_Regional_Community_02,Traffic Driver,-0.984400346871087,-0.998755907856303,blended_GAM_adjusted,692.6752465811966,188.69291025641027,40.71162393162393,9526.52,6440766.33,0.08,637.2612268547009,748.0892663076924
Firestone_Camión_Regional_0068,Camión | Regional,Camión_|_Regional_Community_01,Premium Leader,-1.1046920841603285,-1.1046920841603285,sku_hierarchical,592.2044995951417,203.31746396761133,149.9643724696356,37041.2,21340710.69,0.15,503.3738246558704,681.0351745344128
Firestone_Coche_Budget_0023,Coche | Budget,Coche_|_Budget_Community_02,Premium Leader,-2.567049106402208,-2.517576363584323,blended_GAM_adjusted,96.0010717948718,28.56658931623932,387.59628205128206,90697.53,8168087.21,0.15,81.60091102564103,110.40123256410257
Firestone_Coche_Budget_0061,Coche | Budget,Coche_|_Budget_Community_01,Competitive Fighter,-2.520671974501682,-2.714883472687986,blended_GAM_adjusted,101.07752573839662,29.96097004219409,166.604388185654,39485.24,3650523.27,0.1,90.96977316455695,111.18527831223629
Firestone_Coche_Budget_0067,Coche | Budget,Coche_|_Budget_Community_02,Premium Leader,-2.621608186240208,-2.573226625019083,blended_GAM_adjusted,105.3482717131474,29.58982988047809,343.04099601593623,86103.29,8119466.3,0.15,89.54603095617529,121.1505124701195
Firestone_Coche_Eco_0008,Coche | Eco,Coche_|_Eco_Community_02,Competitive Fighter,-1.4628581673454877,-1.4372362640873764,blended_GAM_adjusted,177.77434083333335,58.54536,226.25266666666667,54300.64,9070275.43,0.1,159.99690675000002,195.55177491666672
Firestone_Coche_Eco_0033,Coche | Eco,Coche_|_Eco_Community_02,Competitive Fighter,-1.4293567178184257,-1.4030647855697735,blended_GAM_adjusted,181.33627605042017,56.612835294117644,395.43046218487393,94112.45,16189973.08,0.1,163.20264844537814,199.4699036554622
Firestone_Coche_Eco_0042,Coche | Eco,Coche_|_Eco_Community_02,Competitive Fighter,-1.4294759440412552,-1.4031863963170594,blended_GAM_adjusted,192.50712510121457,58.68777125506072,437.1356680161943,107972.51,19439887.3,0.1,173.25641259109312,211.75783761133604
Firestone_Coche_Eco_0048,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.4719915878197083,-1.4170091681826442,blended_GAM_adjusted,192.4317207317073,62.40756666666667,267.844593495935,65889.77,12041082.44,0.15,163.56696262195118,221.29647884146337
Firestone_Coche_Eco_0064,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.4986505653630295,-1.444201325276832,blended_GAM_adjusted,199.40829333333332,47.36511083333333,127.7365,30656.76,5761241.5,0.15,169.4970493333333,229.3195373333333
Firestone_Coche_Eco_0068,Coche | Eco,Coche_|_Eco_Community_01,Traffic Driver,-1.3815751779131196,-1.3247844300779237,blended_GAM_adjusted,196.26378137651824,41.88835384615385,152.01995951417004,37548.93,7101247.21,0.08,180.5626788663968,211.9648838866397
Firestone_Coche_Performance_0018,Coche | Performance,Coche_|_Performance_Community_01,Competitive Fighter,-1.051861795390851,-1.051861795390851,sku_hierarchical,379.3821108695652,96.76896608695652,85.51065217391304,19667.45,7089544.73,0.1,341.4438997826087,417.32032195652175
Firestone_Coche_Touring_0016,Coche | Touring,Coche_|_Touring_Community_02,Traffic Driver,-1.7095050829262102,-1.7404248950160883,blended_GAM_adjusted,165.40096958333334,52.348454583333336,220.97441666666663,53033.86,8219536.66,0.08,152.1688920166667,178.63304715
Firestone_Coche_Touring_0046,Coche | Touring,Coche_|_Touring_Community_02,Competitive Fighter,-1.7738092221680115,-1.806015117042726,blended_GAM_adjusted,151.54864360000002,43.0142904,190.07288,47518.22,6745380.89,0.1,136.39377924000001,166.70350796000002
Firestone_Furgoneta_Reforzado_0004,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Competitive Fighter,-1.0568479491422074,-1.0773265109525834,blended_GAM_adjusted,228.51772978723403,66.51412170212767,205.82421276595747,48368.69,10549813.17,0.1,205.66595680851063,251.36950276595746
Firestone_Furgoneta_Reforzado_0017,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Competitive Fighter,-1.0816298287888704,-1.1026040281921796,blended_GAM_adjusted,252.42467264957264,78.55181666666667,252.30461538461535,59039.28,14135018.72,0.1,227.18220538461537,277.6671399145299
Firestone_Furgoneta_Reforzado_0024,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Traffic Driver,-0.971186375538863,-0.9899517058771722,blended_GAM_adjusted,246.38880588235293,70.37055336134453,177.48445378151263,42241.3,10045863.73,0.08,226.6777014117647,266.09991035294115
Firestone_Furgoneta_Reforzado_0040,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,Premium Leader,-1.1549224403765197,-1.1709142337174885,blended_GAM_adjusted,262.9232768240344,74.77699656652361,201.22326180257508,46885.02,11810790.86,0.15,223.48478530042925,302.36176834763955
Firestone_Furgoneta_Standard_0002,Furgoneta | Standard,Furgoneta_|_Standard_Community_03,Premium Leader,-1.4107657395873283,-1.371542750031492,blended_GAM_adjusted,167.84220162601628,46.09585894308943,250.55585365853656,61636.74,9933516.96,0.15,142.66587138211383,193.0185318699187
Firestone_Furgoneta_Standard_0029,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Competitive Fighter,-1.3552469924547053,-1.355308422328476,blended_GAM_adjusted,157.65625291666666,57.95107,442.5844166666666,106220.26,15859906.12,0.1,141.890627625,173.42187820833334
Firestone_Furgoneta_Standard_0036,Furgoneta | Standard,Furgoneta_|_Standard_Community_02,Premium Leader,-1.4006393074580512,-1.3410071964164865,blended_GAM_adjusted,172.8635530612245,52.62011959183673,244.33910204081636,59863.08,9815280.0,0.15,146.93402010204082,198.79308602040817
Firestone_Industrial_Construcción Pesada_0049,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,KVI,-0.8555959812984123,-0.8555959812984123,sku_hierarchical,1774.6550020491802,546.2340418032787,49.1258606557377,11986.71,20372518.06,0.05,1685.9222519467212,1863.3877521516392
Firestone_Industrial_Construcción Pesada_0065,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Traffic Driver,-0.851223150019593,-0.8741522542825477,blended_GAM_adjusted,1834.8623852,575.2856356000001,41.2708,10317.7,18255016.48,0.08,1688.073394384,1981.651376016
Firestone_Industrial_Construcción Pesada_0069,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Traffic Driver,-0.7733804831718025,-0.7947527340978014,blended_GAM_adjusted,1935.008216535433,562.5055216535433,18.975866141732283,4819.87,9056716.44,0.08,1780.2075592125984,2089.808873858268
Firestone_Industrial_Manipulación Ligera_0010,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Traffic Driver,-1.2347722985011509,-1.233023773333047,blended_GAM_adjusted,333.977474590164,105.36343975409837,355.500737704918,86742.18,27724192.95,0.08,307.2592766229509,360.6956725573771
Firestone_SUV / 4x4_All Terrain (A/T)_0014,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,Competitive Fighter,-1.2982887790819149,-1.26670574227513,blended_GAM_adjusted,314.4124959677419,97.75674516129033,90.4939112903226,22442.49,6758069.56,0.1,282.9712463709677,345.85374556451615
Firestone_SUV / 4x4_All Terrain (A/T)_0016,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Premium Leader,-1.381665278132442,-1.3595284031518773,blended_GAM_adjusted,383.88292107438014,90.71825826446282,215.72995867768597,52206.65,19146594.93,0.15,326.3004829132231,441.4653592355371
