sku,price_family,community,role_b2b,elasticity_operative,price_mean,cost_mean,q_mean,q_total,revenue_total,current_margin_pct,optimal_markup,suggested_price
BFGoodrich_Agrícola_Implementos_0021,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Competitive Fighter,-1.1836012557010578,638.8586356223176,176.40355193133047,135.50296137339055,31572.19,19327690.55,0.7238770173944753,0.8448791306897447,325.4432315376562
Cooper Tires_SUV / 4x4_Mud Terrain (M/T)_0061,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Traffic Driver,-0.878847904921997,403.0675483193277,97.75422226890757,121.92886554621849,29019.07,11345942.35,0.7574743422621998,1.1378533127285044,208.98418791078257
Dunlop_Agrícola_Implementos_0009,Agrícola | Implementos,Agrícola_|_Implementos_Community_01,Competitive Fighter,-1.1318915959363975,628.9538095435685,207.51520000000002,48.35402489626556,11653.32,6914533.21,0.6700628935682992,0.8834768308114475,390.85007124120375
Dunlop_Agrícola_Implementos_0057,Agrícola | Implementos,Agrícola_|_Implementos_Community_01,KVI,-1.1226174538997806,668.1453244,208.26951920000002,168.66848000000002,42167.12,26773922.47,0.6882870962435789,0.8907753897163913,393.79088133142545
Dunlop_Agrícola_Implementos_0058,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,Traffic Driver,-1.0962661616705576,660.4574893162393,180.57475512820514,182.03521367521367,42596.24,27243034.19,0.7265914036115312,0.9121872360596616,345.29274191075274
Dunlop_Agrícola_Premium Radial_0028,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_03,Competitive Fighter,-0.7282306806261585,1719.3586117117118,626.6327094594595,53.38968468468469,11852.51,19941771.15,0.6355427511218187,1.3731912518985943,1487.119264242703
Dunlop_Agrícola_Premium Radial_0044,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,Traffic Driver,-0.6994724449647762,1768.6925995884774,672.2910094650206,28.99888888888889,7046.73,12256803.53,0.6198938076512318,1.4296488835244363,1633.4311005502034
Dunlop_Agrícola_Tractor_0006,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Premium Leader,-1.042624933699202,1160.6462670682731,393.97406385542166,68.58048192771085,17076.54,19000888.83,0.6605562995083955,0.9591176727876918,771.8415511191431
Dunlop_Agrícola_Tractor_0009,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Competitive Fighter,-0.9715530300969762,1119.696897580645,322.67051370967744,126.88262096774193,31466.89,33662943.51,0.7118233386134417,1.0292798941712777,654.7887859129661
Dunlop_Agrícola_Tractor_0029,Agrícola | Tractor,Agrícola_|_Tractor_Community_02,Traffic Driver,-0.9396762383607633,1189.0353367088608,378.5488282700422,91.68286919831223,21728.84,25093224.47,0.6816336600072542,1.064196325475325,781.3991003280108
Dunlop_Agrícola_Tractor_0057,Agrícola | Tractor,Agrícola_|_Tractor_Community_02,Premium Leader,-1.0211494989369179,1213.7829534412956,311.1486194331984,156.95141700404858,38767.0,45010428.15,0.7436538233206889,0.9792885381044246,615.8528960911452
Dunlop_Camión_Long Haul_0005,Camión | Long Haul,Camión_|_Long_Haul_Community_01,Competitive Fighter,-0.9681665146469612,751.1183618473896,172.8715313253012,108.86365461847389,27107.05,19786307.6,0.7698478161283124,1.0328801759526323,351.4271090177793
Dunlop_Camión_Long Haul_0021,Camión | Long Haul,Camión_|_Long_Haul_Community_01,Premium Leader,-0.995659264897865,638.6343710743802,207.94743429752066,150.0681818181818,36316.5,22422723.34,0.6743873431871684,1.004359659227979,416.80144854591106
Dunlop_Camión_Long Haul_0024,Camión | Long Haul,Camión_|_Long_Haul_Community_02,Premium Leader,-1.0623857199854043,645.0958887966805,180.19607178423234,153.67340248962657,37035.29,23113041.87,0.720667772165843,0.9412777122171208,349.81061798380665
Dunlop_Camión_Long Haul_0038,Camión | Long Haul,Camión_|_Long_Haul_Community_03,KVI,-0.8888219953631956,682.7490471774194,232.8704584677419,43.16604838709677,10705.18,7068522.34,0.6589223237579589,1.1250846684902012,494.86944103408246
Dunlop_Camión_Long Haul_0043,Camión | Long Haul,Camión_|_Long_Haul_Community_01,Competitive Fighter,-0.9581285964395836,643.7841443514644,181.30223723849372,92.09778242677824,22011.37,13737143.37,0.7183803937558387,1.043701235633725,370.52760626746834
Dunlop_Camión_Long Haul_0075,Camión | Long Haul,Camión_|_Long_Haul_Community_03,KVI,-0.9006514600232844,575.6525739495798,220.3214962184874,169.33802521008403,40302.45,22449523.41,0.6172665489761454,1.1103074212239072,464.9460885250289
Dunlop_Camión_Obras / Mixto_0003,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_01,Premium Leader,-0.8835521008957308,775.7178040485829,231.1383858299595,127.52182186234818,31497.89,23496525.74,0.702032898273554,1.1317951697316053,492.73969445186776
Dunlop_Camión_Obras / Mixto_0023,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_02,Competitive Fighter,-0.8171292302402203,743.5122064257029,239.2160469879518,93.0622891566265,23172.51,16691338.63,0.678262112013011,1.2237966321508522,531.9678396482473
Dunlop_Camión_Obras / Mixto_0048,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_02,Traffic Driver,-0.7852054464507943,753.6827565400844,237.45577974683545,95.33202531645568,22593.69,16669835.82,0.6849393492337297,1.2735520423605036,539.8680730137236
Dunlop_Coche_Budget_0014,Coche | Budget,Coche_|_Budget_Community_01,Premium Leader,-2.8319682426700465,90.510681300813,32.4306162601626,405.51382113821137,99756.4,8252228.53,0.6416929384016106,0.35311130433340465,43.88223346812474
Dunlop_Coche_Budget_0042,Coche | Budget,Coche_|_Budget_Community_03,Premium Leader,-2.721569365730788,93.22379957081544,25.49157768240343,195.3190128755365,45509.33,3885028.89,0.7265550449588862,0.3674350588273479,34.85807702773924
Dunlop_Coche_Budget_0043,Coche | Budget,Coche_|_Budget_Community_02,Traffic Driver,-2.409817156439905,103.40456136363636,31.088150454545456,198.43968181818184,43656.73,4260718.49,0.6993541673155046,0.41496924251188,43.98877669976354
Dunlop_Coche_Eco_0075,Coche | Eco,Coche_|_Eco_Community_02,Premium Leader,-1.4933928608878426,178.00336890756304,62.043560084033615,423.2462605042017,100732.61,16673667.75,0.6514472705499592,0.6696161647682487,103.5889308360726
Dunlop_Coche_Performance_0008,Coche | Performance,Coche_|_Performance_Community_01,Competitive Fighter,-1.0848897175917744,372.2066221757322,115.55399832635985,160.9066108786611,38456.68,13642561.47,0.6895434109933632,0.9217526756726835,222.06620546835882
Dunlop_Coche_Performance_0035,Coche | Performance,Coche_|_Performance_Community_02,KVI,-1.035880885226874,416.7338502057613,99.40896008230453,98.93456790123456,24041.1,9707335.04,0.7614569586002634,0.9653619583693588,195.37458846681943
Dunlop_Coche_Performance_0038,Coche | Performance,Coche_|_Performance_Community_02,Premium Leader,-1.1765024924035745,393.19856639344266,122.37465204918033,162.3524180327869,39613.99,14748274.95,0.6887713676790731,0.8499769498635036,226.3902855385502
Dunlop_Coche_Performance_0044,Coche | Performance,Coche_|_Performance_Community_02,KVI,-1.0486397437254775,361.62110672268903,105.53754369747898,119.76655462184874,28504.44,9922828.34,0.7081543589810123,0.9536163453497611,206.1798704154596
Dunlop_Coche_Touring_0026,Coche | Touring,Coche_|_Touring_Community_02,Traffic Driver,-1.7385052478844605,159.87383333333332,45.46931282051282,199.0675641025641,46581.81,7095995.43,0.7155925277295984,0.5752067767508167,71.62356968907459
Dunlop_Coche_Touring_0055,Coche | Touring,Coche_|_Touring_Community_02,KVI,-1.777572233527194,161.9157974248927,49.9334321888412,216.22416309012877,50380.23,7686515.51,0.6916086448451477,0.5625650430057202,78.02423561557985
Dunlop_Coche_Touring_0060,Coche | Touring,Coche_|_Touring_Community_01,Competitive Fighter,-1.8274450032801437,154.56570543933054,38.52109916317992,149.3305439330544,35690.0,5163903.52,0.7507784857340165,0.5472120902161574,59.60031035368747
Dunlop_Furgoneta_Reforzado_0021,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,Traffic Driver,-1.0225838731288723,245.35992510288065,82.24865473251029,272.9648148148148,66330.45,15756970.64,0.6647836654742089,0.977914894100793,162.68083921518578
Dunlop_Furgoneta_Reforzado_0057,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Traffic Driver,-1.0449594349057034,257.99716748971196,66.93610534979423,283.49226337448556,68888.62,17330824.48,0.7405548828265202,0.9569749471569099,130.99228122980293
Dunlop_Furgoneta_Standard_0008,Furgoneta | Standard,Furgoneta_|_Standard_Community_03,Traffic Driver,-1.2780228818504071,162.62205867768597,46.9524438016529,211.38214876033058,51154.48,7867396.73,0.7112787515824541,0.7824586039900421,83.69078743261512
Dunlop_Furgoneta_Standard_0039,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Traffic Driver,-1.2727172845361499,165.86767310924373,48.046213025210086,184.4431512605042,43897.47,6899248.22,0.71033407459954,0.785720451941891,85.79710523747453
Dunlop_Furgoneta_Standard_0046,Furgoneta | Standard,Furgoneta_|_Standard_Community_01,Premium Leader,-1.4452451758247877,181.88592763157894,59.967821052631585,196.7863157894737,44867.28,7664085.35,0.6702998311441659,0.6919241224446984,101.4610030093944
Dunlop_Furgoneta_Standard_0053,Furgoneta | Standard,Furgoneta_|_Standard_Community_03,Competitive Fighter,-1.3252219100307339,164.73257161572053,47.74358427947598,234.96729257641923,53807.51,8440440.82,0.7101752020793453,0.7545906028499095,83.77044432314122
Dunlop_Industrial_Construcción Pesada_0001,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Competitive Fighter,-0.9509467737199201,2001.691909375,647.542161328125,33.345625,8536.48,16430448.49,0.6765025834918268,1.0515835666471565,1328.486856891963
Dunlop_Industrial_Construcción Pesada_0012,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.9625514734742667,1828.3188858921162,567.7100066390042,70.50145228215767,16990.85,30003250.64,0.6894907059049528,1.038905479403159,1157.5070432482692
Dunlop_Industrial_Construcción Pesada_0022,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Traffic Driver,-0.8095001113778605,1779.7754029166667,635.4418958333333,18.306333333333335,4393.52,7574318.1,0.6429651208843646,1.2353302809284203,1420.422511526813
Dunlop_Industrial_Construcción Pesada_0041,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Premium Leader,-0.9592144785304247,1738.7082967479673,709.0826983739837,37.63138211382114,9257.32,15511602.98,0.5921784581690714,1.0425197100152837,1448.315387459684
Dunlop_Industrial_Construcción Pesada_0043,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_03,Traffic Driver,-0.829614140469383,1996.8794129554658,580.6059761133604,34.72753036437247,8577.7,16658837.6,0.7092433462198706,1.2053796472589238,1280.4566027973058
Dunlop_Industrial_Construcción Pesada_0070,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Premium Leader,-0.9541617323324402,1884.6441129166667,613.5249895833333,48.72004166666667,11692.81,21234739.89,0.6744610903573488,1.0480403542861738,1256.5239370296713
Dunlop_Industrial_Manipulación Ligera_0006,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Traffic Driver,-1.2420392236093591,309.2291758474576,73.25317415254237,125.32088983050848,29575.73,8816900.28,0.7631104052462434,0.8051275523280219,132.23132295823714
Dunlop_Industrial_Manipulación Ligera_0029,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Competitive Fighter,-1.3085144095448078,309.0768130952381,93.42444642857143,253.8465476190476,63969.33,18754020.32,0.697730653124782,0.7642254397090433,164.8217850800204
Dunlop_Industrial_Manipulación Ligera_0032,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Premium Leader,-1.3543232768948568,295.2814440909091,84.16680818181818,266.10604545454544,58543.33,16293487.94,0.7149607269060039,0.7383761447951804,146.31357152682455
Dunlop_Industrial_Manipulación Ligera_0071,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Premium Leader,-1.3347724108217107,366.17413500000004,91.05352208333333,253.438375,60825.21,21257916.4,0.7513381930066324,0.7491913916503424,159.27003700761102
Dunlop_Industrial_Manipulación Ligera_0074,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,KVI,-1.2752015495665032,304.3826230769231,99.12308931623932,209.4532905982906,49012.07,14352123.12,0.6743470822538082,0.7841897622693007,176.8544011625397
Dunlop_Industrial_Portuario/Especial_0026,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Premium Leader,-0.7137536068390379,5506.430882625482,2609.82777992278,0.9189575289575289,238.01,1272997.91,0.5260400365402559,1.4010437081062834,6266.310570224581
Dunlop_Industrial_Portuario/Especial_0030,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_03,Premium Leader,-0.6962521233260826,5292.989856846473,2284.0664149377594,0.5833609958506224,140.59,728275.83,0.5684733058796015,1.4362613290468347,5564.582679687504
Dunlop_SUV / 4x4_All Terrain (A/T)_0001,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,KVI,-1.2226694442271784,363.52056765957445,95.57770382978723,96.88068085106383,22766.96,7806316.52,0.7370775897354652,0.8178825476677201,173.7490397383244
Dunlop_SUV / 4x4_All Terrain (A/T)_0006,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Premium Leader,-1.3608471987618194,360.8938155102041,100.72651346938775,155.58159183673467,38117.49,13162104.05,0.7208970917747973,0.7348363584904023,174.7440178306671
Dunlop_SUV / 4x4_All Terrain (A/T)_0070,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,KVI,-1.2256323049736284,338.03763839662446,98.78460632911393,150.17763713080168,35592.1,11553962.16,0.7077703926767808,0.8159053869108948,179.38349877691005
Dunlop_SUV / 4x4_All Terrain (A/T)_0077,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,Premium Leader,-1.3212483836168392,348.36416463414633,90.28592195121952,151.06495934959352,37161.98,12391856.1,0.7408289051600981,0.756859960927679,158.61972131153902
Dunlop_SUV / 4x4_Highway Terrain (H/T)_0055,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_03,Premium Leader,-1.6549923448034463,241.42828617886178,67.91603983739837,254.8160569105691,62684.75,14263800.46,0.7186906268841967,0.6042324021255604,108.95311173120486
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0003,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Competitive Fighter,-0.9334149096269063,460.1370467479675,128.3263800813008,177.5979674796748,43689.1,19431348.25,0.7211126967753381,1.0713349333574587,265.8069139337051
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0018,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-1.0182874859793443,407.86577356828195,116.81250528634361,347.1644052863436,78806.31999999999,30888902.64,0.7136006184966445,0.9820409400771962,231.52716779051693
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0024,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,Premium Leader,-0.9808476538564802,381.8133256302521,120.57456218487395,56.21567226890756,13379.33,4891427.8,0.6842054635315732,1.0195263210022647,243.5035019756773
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0051,SUV / 4x4 | Mud Terrain (M/T),SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,Premium Leader,-0.9893569492946305,438.98476294820716,143.47231713147409,216.3805577689243,54311.52,23115495.67,0.6731724441460821,1.0107575437893852,288.48804399705455
Falken_Agrícola_Implementos_0034,Agrícola | Implementos,Agrícola_|_Implementos_Community_02,KVI,-1.1319273063578288,621.3314639676114,166.78849635627532,212.73574898785427,52545.73,31354102.2,0.7315627711958755,0.8834489585887564,314.1376197668113
Falken_Agrícola_Premium Radial_0000,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_02,KVI,-0.7171131157899496,1744.8302385245902,585.7776204918032,37.91077868852459,9250.23,15794066.32,0.6642781586665242,1.3944801426458795,1402.632880273977
Falken_Agrícola_Premium Radial_0022,Agrícola | Premium Radial,Agrícola_|_Premium_Radial_Community_03,Premium Leader,-0.7844856760646751,1968.889874273859,528.2885526970954,71.54609958506224,17242.61,33139289.48,0.7316820206148238,1.2747205341166195,1201.7088187588329
Falken_Agrícola_Tractor_0002,Agrícola | Tractor,Agrícola_|_Tractor_Community_03,Competitive Fighter,-0.9726279142248471,1301.4726943965516,336.36119655172416,41.95068965517241,9732.56,12156277.7,0.7415533971631396,1.0281424020170833,682.1884051197542
Falken_Agrícola_Tractor_0077,Agrícola | Tractor,Agrícola_|_Tractor_Community_01,Competitive Fighter,-0.9266849203074161,1094.9576944206008,307.308225751073,84.25412017167382,19631.21,20722723.71,0.7193423752196327,1.0791154340444673,638.9292751678772
Falken_Camión_Long Haul_0029,Camión | Long Haul,Camión_|_Long_Haul_Community_03,Premium Leader,-0.989827968408719,593.7246471615721,178.969192139738,163.08794759825327,37347.14,21273521.52,0.6985653315971662,1.0102765651364993,359.77757283992673
Falken_Camión_Long Haul_0048,Camión | Long Haul,Camión_|_Long_Haul_Community_03,Competitive Fighter,-0.944874238488548,645.150497107438,219.25305661157023,129.61004132231406,31365.63,19529237.75,0.6601520767718518,1.0583419033623278,451.2977538638676
Falken_Camión_Obras / Mixto_0032,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_01,Premium Leader,-0.8696755962604432,733.8062688311688,209.45742380952382,119.35458874458874,27570.91,19458049.21,0.7145603237443657,1.1498540424727846,450.3028893028401
Falken_Camión_Obras / Mixto_0055,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,KVI,-0.7976867603851912,820.9325416666667,209.31874583333334,78.46204166666666,18830.89,15100095.8,0.7450232081087053,1.2536249185295676,471.7259415253571
Falken_Camión_Obras / Mixto_0062,Camión | Obras / Mixto,Camión_|_Obras_/_Mixto_Community_03,Premium Leader,-0.8693378654668398,771.6578836206897,215.75303793103447,106.7967672413793,24776.85,18568442.59,0.7204032479799191,1.1503007515530155,463.9339196129497
Falken_Camión_Regional_0000,Camión | Regional,Camión_|_Regional_Community_02,Premium Leader,-1.1173440598356807,775.3309540650406,199.14582520325203,127.17252032520325,31284.44,23470084.49,0.7431473306216714,0.8949794749408364,377.3772512803181
Falken_Camión_Regional_0052,Camión | Regional,Camión_|_Regional_Community_01,Traffic Driver,-1.0121901914776672,599.561561632653,162.15484408163266,57.605999999999995,14113.47,8242226.07,0.7295442962686395,0.9879566196350202,322.3567956979662
Falken_Coche_Budget_0005,Coche | Budget,Coche_|_Budget_Community_03,Premium Leader,-2.6561084846296796,110.95505238095238,30.65489826839827,182.10181818181817,42065.52,4446991.22,0.7237178694382664,0.3764906462920403,42.19618072948428
Falken_Coche_Budget_0044,Coche | Budget,Coche_|_Budget_Community_03,Competitive Fighter,-2.622516653121254,100.3099843220339,22.498105084745763,124.99631355932203,29499.13,2694695.23,0.7757141999691862,0.38131311723409833,31.07692766647049
Falken_Coche_Budget_0064,Coche | Budget,Coche_|_Budget_Community_01,Competitive Fighter,-2.6718125742156373,96.48489473684211,27.135957489878543,271.9827125506073,67179.73,5920578.74,0.7187543442536726,0.37427775048688416,37.292342616498
Falken_Coche_Budget_0068,Coche | Budget,Coche_|_Budget_Community_01,Traffic Driver,-2.61901244592283,113.7905075,27.332272083333333,174.0907083333333,41781.77,4409013.83,0.7598018263225222,0.38182330960540434,37.76837066922706
Falken_Coche_Eco_0000,Coche | Eco,Coche_|_Eco_Community_02,Competitive Fighter,-1.4157447817495483,188.49558931623932,49.283144444444446,144.12820512820514,33726.0,6025650.1,0.738544840103595,0.7063419995546235,84.09389923567268
Falken_Coche_Eco_0032,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.4598953019722758,197.4083033472803,57.1190769874477,259.72640167364017,62074.61,11684982.74,0.7106551445966084,0.6849806274799496,96.24453818338517
Falken_Coche_Eco_0036,Coche | Eco,Coche_|_Eco_Community_02,Traffic Driver,-1.3717187480729673,201.0342281512605,53.03975714285714,238.8076050420168,56836.21,10858629.1,0.7361655394177483,0.7290124170168489,91.70639869555811
Falken_Coche_Eco_0077,Coche | Eco,Coche_|_Eco_Community_01,Premium Leader,-1.4723972033508759,184.02207727272727,59.88092190082645,235.9626033057851,57102.95,10058451.77,0.6745992503275529,0.6791645608428241,100.54992192646469
Falken_Coche_Performance_0007,Coche | Performance,Coche_|_Performance_Community_02,Competitive Fighter,-1.1004645851325763,329.07258776371305,112.34164177215189,259.0197890295359,61387.69,19292109.27,0.6586113643327303,0.9087071165307214,214.4272911332513
Falken_Coche_Performance_0014,Coche | Performance,Coche_|_Performance_Community_01,Competitive Fighter,-1.0582978868577129,381.1029545816733,94.3211828685259,126.3693625498008,31718.71,11578487.58,0.752504718909724,0.944913537500476,183.446545434054
Falken_Coche_Performance_0057,Coche | Performance,Coche_|_Performance_Community_01,Traffic Driver,-1.0040144138885578,351.75966988416985,118.58360231660231,169.28988416988417,43846.08,14794838.23,0.6628845985793356,0.9960016371946195,236.69306436837388
Falken_Coche_Touring_0039,Coche | Touring,Coche_|_Touring_Community_02,Premium Leader,-1.8458699788144606,145.5891718367347,46.403975510204084,300.24044897959186,73558.91,10038486.86,0.6812676731052361,0.5417499669409359,71.54332770878516
Falken_Furgoneta_Reforzado_0006,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,KVI,-1.0484184511439825,243.50527918367348,71.97416693877551,189.440693877551,46412.97,10890956.43,0.7044246137904626,0.9538176277886462,140.62439611038238
Falken_Furgoneta_Reforzado_0045,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_01,Competitive Fighter,-1.0831632965497844,226.96069834710744,76.19741198347107,321.64797520661153,77838.81,16977842.169999998,0.6642704550241697,0.9232218292341647,146.5445260577605
Falken_Furgoneta_Reforzado_0048,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_02,KVI,-1.0696041422247045,223.62308380566802,72.09862672064777,177.73959514170042,43901.68,9316001.24,0.6775886214711956,0.9349253247281443,139.50545871990263
Falken_Furgoneta_Reforzado_0051,Furgoneta | Reforzado,Furgoneta_|_Reforzado_Community_03,Premium Leader,-1.1537023273703546,252.22072326530613,71.74185959183674,309.80877551020404,75903.15,18347444.49,0.7155592186754105,0.8667747097982459,133.92588911993755
Falken_Furgoneta_Standard_0054,Furgoneta | Standard,Furgoneta_|_Standard_Community_03,Traffic Driver,-1.2950606731614052,178.9070224489796,55.16827877551021,328.1657551020408,80400.61,13826612.44,0.6916371530846812,0.7721645948516642,97.76727040486571
Falken_Industrial_Construcción Pesada_0003,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Traffic Driver,-0.8407891515478226,2084.0057033333333,625.8013279166667,19.573,4697.52,9421288.16,0.6997122767391146,1.1893588281426841,1370.103661937769
Falken_Industrial_Construcción Pesada_0005,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_02,Premium Leader,-0.9497380785818801,2036.9700481171546,741.6972343096235,29.651129707112972,7086.62,13986486.95,0.6358821107874408,1.0529218766222046,1522.6464781444113
Falken_Industrial_Construcción Pesada_0010,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.9345866532462929,1827.4868621276596,615.8290540425531,59.86821276595745,14069.03,24717894.65,0.6630186149050771,1.069991740762072,1274.7610555894048
Falken_Industrial_Construcción Pesada_0060,Industrial | Construcción Pesada,Industrial_|_Construcción_Pesada_Community_01,Premium Leader,-0.9428580981420431,1681.5787983193277,647.5866693277311,62.28071428571428,14822.81,24023798.94,0.614893652337334,1.060604986021288,1334.420319697642
Falken_Industrial_Manipulación Ligera_0001,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Premium Leader,-1.3477402606293436,348.4191792531121,96.64295352697096,194.20165975103734,46802.6,15485278.51,0.7226244728142136,0.7419827315487614,168.35035616985286
Falken_Industrial_Manipulación Ligera_0015,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_01,Competitive Fighter,-1.321624434956062,304.1955779116466,93.72433413654618,312.3444578313253,77773.77,22325729.99,0.6918944884735689,0.7566446061004051,164.6403460213159
Falken_Industrial_Manipulación Ligera_0019,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Competitive Fighter,-1.2908427487870648,339.27229705882354,82.82805210084032,76.07516806722688,18105.89,5912445.5,0.755865560439556,0.7746876999074023,146.9939252706508
Falken_Industrial_Manipulación Ligera_0026,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_02,Traffic Driver,-1.2363905339471963,293.87812276422767,86.21944471544715,161.37780487804878,39698.94,11057705.58,0.7066149602955671,0.8088059335163981,155.95424318578986
Falken_Industrial_Manipulación Ligera_0077,Industrial | Manipulación Ligera,Industrial_|_Manipulación_Ligera_Community_03,Premium Leader,-1.308577949092848,329.9930889830509,104.37515169491526,202.31313559322035,47745.9,15008012.67,0.6837050375310249,0.7641883318400978,184.13742475420972
Falken_Industrial_Portuario/Especial_0029,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,KVI,-0.6648569730046937,5286.487991836734,2740.771730612245,0.8253877551020408,202.22,1040564.54,0.481551507381748,1.5040828939203144,6863.119606766498
Falken_Industrial_Portuario/Especial_0039,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_02,Competitive Fighter,-0.6853922109151884,5159.6287451882845,2610.74800125523,0.5917573221757323,141.43,706089.91,0.494004679369628,1.4590186233145588,6419.877955867872
Falken_Industrial_Portuario/Especial_0060,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Premium Leader,-0.713552418829601,5209.074476446281,2301.438167355372,0.27256198347107435,65.96,331757.21,0.5581867416636646,1.4014387361201053,5526.762763872455
Falken_Industrial_Portuario/Especial_0075,Industrial | Portuario/Especial,Industrial_|_Portuario/Especial_Community_01,Premium Leader,-0.7003765503183041,5215.075831739131,2230.0677060869566,1.5941739130434784,366.66,1856913.78,0.57238057929768,1.4278033716941612,5414.165895944177
Falken_SUV / 4x4_All Terrain (A/T)_0023,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Premium Leader,-1.3000370261862182,319.1892388,102.7920172,229.65204,57413.01,17423165.51,0.677959013949063,0.7692088608688283,181.860547656821
Falken_SUV / 4x4_All Terrain (A/T)_0034,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,Premium Leader,-1.2777199287736756,351.52643621399176,106.90931604938272,231.25975308641978,56196.12,18829524.87,0.6958711919341917,0.7826441284043958,190.58126452716195
Falken_SUV / 4x4_All Terrain (A/T)_0079,SUV / 4x4 | All Terrain (A/T),SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,Traffic Driver,-1.1503067331522643,374.1647935622318,82.5745008583691,138.0833905579399,32173.43,11562324.32,0.7793098060557235,0.8693333449067376,154.35926789357939
Falken_SUV / 4x4_Highway Terrain (H/T)_0031,SUV / 4x4 | Highway Terrain (H/T),SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_03,Traffic Driver,-1.5438060788824566,248.718493902439,68.92037845528456,132.11020325203253,32499.11,7668409.02,0.7228980548494358,0.6477497489347163,113.56353629618076
