sku,impact,risk,revenue,segment
Dunlop_Industrial_Construcción Pesada_0012,0.08748465522853478,0.28189813932598934,39705745.15,🟢 CORE (big + stable)
Dunlop_Industrial_Construcción Pesada_0022,0.008483750350617493,0.30052506809833346,10104710.67,low
Dunlop_Industrial_Construcción Pesada_0041,0.02010131053984628,0.2682711123481336,20213444.56,low
Dunlop_Industrial_Construcción Pesada_0043,0.02769680369311667,0.2808243102324014,21601779.0,low
Dunlop_Industrial_Construcción Pesada_0070,0.11779146081732968,0.21976708620357485,28686893.47,🟢 CORE (big + stable)
Dunlop_Industrial_Manipulación Ligera_0006,0.012928097123243217,0.2837973995572352,12202979.01,low
Dunlop_Industrial_Manipulación Ligera_0029,0.06458381220555978,0.3077399390827989,24488002.33,🟢 CORE (big + stable)
Dunlop_Industrial_Manipulación Ligera_0032,0.0703921978743118,0.2770335938290714,24616544.330000002,🟢 CORE (big + stable)
Dunlop_Industrial_Manipulación Ligera_0071,0.07598614557592344,0.31399393654170094,28869508.09,🔥 CRITICAL (big + risky)
Dunlop_Industrial_Manipulación Ligera_0074,0.060579156522529924,0.2706728846239766,20381273.42,🟢 CORE (big + stable)
Dunlop_Industrial_Portuario/Especial_0026,0.04387318094982977,0.2263765525647936,1551945.36,low
Dunlop_Industrial_Portuario/Especial_0030,0.01540660137492337,0.2658242546266806,953105.63,low
Dunlop_SUV / 4x4_All Terrain (A/T)_0001,0.010399430970093921,0.28427809686378575,10975381.36,low
Dunlop_SUV / 4x4_All Terrain (A/T)_0006,0.039944136780039684,0.2743231546421726,17705690.33,low
Dunlop_SUV / 4x4_All Terrain (A/T)_0070,0.03296637888480557,0.2776908337329421,15891024.31,low
Dunlop_SUV / 4x4_All Terrain (A/T)_0077,0.029313278671420983,0.29255314768683227,16337174.64,low
Dunlop_SUV / 4x4_Highway Terrain (H/T)_0055,0.06507422246457145,0.35495389226875174,19437655.47,🔥 CRITICAL (big + risky)
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0003,0.041685976981386014,0.20496094790346886,25543483.34,low
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0018,0.07582285031750925,0.28556012454254653,43816208.31,🟢 CORE (big + stable)
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0024,0.004382376614188011,0.23399854954712596,6675532.11,low
Dunlop_SUV / 4x4_Mud Terrain (M/T)_0051,0.05100942690742737,0.3221100617054283,29450772.330000002,⚠️ VOLATILE (small + risky)
Falken_Agrícola_Implementos_0034,0.05107821019764414,0.2983279018010786,40773721.72,low
Falken_Agrícola_Premium Radial_0000,0.03516893469166654,0.28673457870835944,20514111.38,low
Falken_Agrícola_Premium Radial_0022,0.0978743850007237,0.3081131072261244,43952816.9,🟢 CORE (big + stable)
Falken_Agrícola_Tractor_0002,0.013140677334890926,0.21809852046164913,17115322.98,low
Falken_Agrícola_Tractor_0077,0.03669936803786915,0.28805187358580914,28902216.26,low
Falken_Camión_Long Haul_0029,0.05519123858436286,0.3027898811430327,30356163.43,low
Falken_Camión_Long Haul_0048,0.03801891564185441,0.2848221537394065,25918419.72,low
Falken_Camión_Obras / Mixto_0032,0.08560177738180595,0.2705442630578365,27575778.95,🟢 CORE (big + stable)
Falken_Camión_Obras / Mixto_0055,0.018649827994645794,0.23599371300339392,20058506.81,low
Falken_Camión_Obras / Mixto_0062,0.044582754815670006,0.2252879794496223,25577890.4,low
Falken_Camión_Regional_0000,0.07074101626039841,0.26673033415565145,30478739.0,🟢 CORE (big + stable)
Falken_Camión_Regional_0052,0.014072129771984349,0.2918841233903397,10925718.59,low
Falken_Coche_Budget_0005,0.05882649534218069,0.40397189565053876,6829010.87,⚠️ VOLATILE (small + risky)
Falken_Coche_Budget_0044,0.01078815766600271,0.4904167579725796,3985765.3,⚠️ VOLATILE (small + risky)
Falken_Coche_Budget_0064,0.05237497607126883,0.4199127902272237,8197931.98,⚠️ VOLATILE (small + risky)
Falken_Coche_Budget_0068,0.030647014475886032,0.3855275807309686,6307148.21,⚠️ VOLATILE (small + risky)
Falken_Coche_Eco_0000,0.009752306543103731,0.308779397213628,8677420.31,low
Falken_Coche_Eco_0032,0.04695461430390434,0.3333545940447531,15997971.19,⚠️ VOLATILE (small + risky)
Falken_Coche_Eco_0036,0.0411218912404655,0.29915681726711324,15139733.43,low
Falken_Coche_Eco_0077,0.04003684916593625,0.2669713529501831,13589817.53,low
Falken_Coche_Performance_0007,0.04828962062521066,0.288215249233692,26667020.91,low
Falken_Coche_Performance_0014,0.015309954611197463,0.2602694847065611,14834081.06,low
Falken_Coche_Performance_0057,0.036221069288630316,0.26162701425887136,18036255.89,low
Falken_Coche_Touring_0039,0.05822254680075766,0.31226060365710984,13661611.3,⚠️ VOLATILE (small + risky)
Falken_Furgoneta_Reforzado_0006,0.035539218293171776,0.2857204515416531,14380412.18,low
Falken_Furgoneta_Reforzado_0045,0.0782307337738361,0.26933376230240375,22626761.18,🟢 CORE (big + stable)
Falken_Furgoneta_Reforzado_0048,0.04919534690426166,0.33831502478153225,12075144.44,⚠️ VOLATILE (small + risky)
Falken_Furgoneta_Reforzado_0051,0.07103266923558968,0.28193376286006583,23999650.11,🟢 CORE (big + stable)
Falken_Furgoneta_Standard_0054,0.06963884453757381,0.30601197833538585,18480793.32,🟢 CORE (big + stable)
Falken_Industrial_Construcción Pesada_0003,0.011171565251048962,0.24533629425008255,12607537.31,low
Falken_Industrial_Construcción Pesada_0005,0.07769935437865216,0.27741559868210086,18961039.79,🟢 CORE (big + stable)
Falken_Industrial_Construcción Pesada_0010,0.07488592106105192,0.31640163399197974,34049575.41,🔥 CRITICAL (big + risky)
Falken_Industrial_Construcción Pesada_0060,0.07097257911356082,0.25647842457600944,32203679.05,🟢 CORE (big + stable)
Falken_Industrial_Manipulación Ligera_0001,0.0629721526917841,0.33495880362647673,21201695.75,🔥 CRITICAL (big + risky)
Falken_Industrial_Manipulación Ligera_0015,0.08349666460530868,0.3071332484499543,29191127.98,🟢 CORE (big + stable)
Falken_Industrial_Manipulación Ligera_0019,0.008696828512736132,0.31237899046580225,8229222.72,⚠️ VOLATILE (small + risky)
Falken_Industrial_Manipulación Ligera_0026,0.016126434280712035,0.3015545453146193,14551818.16,low
Falken_Industrial_Manipulación Ligera_0077,0.053613183112830566,0.3038309273787773,21077647.67,low
Falken_Industrial_Portuario/Especial_0029,0.0342040200232894,0.28123849999737294,1350718.08,low
Falken_Industrial_Portuario/Especial_0039,0.015923173312163624,0.29537573624552127,942504.45,low
Falken_Industrial_Portuario/Especial_0060,0.004949395127619881,0.2715420795153798,436745.94,low
Falken_Industrial_Portuario/Especial_0075,0.07248543332128692,0.23194052241348403,2569917.48,🟢 CORE (big + stable)
Falken_SUV / 4x4_All Terrain (A/T)_0023,0.053241022230398706,0.3112827087667511,22600174.87,⚠️ VOLATILE (small + risky)
Falken_SUV / 4x4_All Terrain (A/T)_0034,0.10415570295737105,0.25558862592690973,24851938.14,🟢 CORE (big + stable)
Falken_SUV / 4x4_All Terrain (A/T)_0079,0.03734937769984093,0.2755717727385166,16560872.36,low
Falken_SUV / 4x4_Highway Terrain (H/T)_0031,0.01559867488857431,0.2868542998139465,10323510.36,low
Falken_SUV / 4x4_Highway Terrain (H/T)_0052,0.08275188364384899,0.2654541095092797,12047133.68,🟢 CORE (big + stable)
Falken_SUV / 4x4_Mud Terrain (M/T)_0015,0.009221722559885506,0.28814595685370753,13300865.14,low
Falken_SUV / 4x4_Mud Terrain (M/T)_0044,0.0061320557540751885,0.31055607633152343,9359479.31,⚠️ VOLATILE (small + risky)
Falken_SUV / 4x4_Mud Terrain (M/T)_0055,0.04911025905710109,0.2539582375478228,28366039.93,low
Falken_SUV / 4x4_Mud Terrain (M/T)_0079,0.04635455642919712,0.32266358567740866,26810712.27,⚠️ VOLATILE (small + risky)
Firestone_Agrícola_Implementos_0000,0.01438534624534214,0.31430856259103285,21539519.52,⚠️ VOLATILE (small + risky)
Firestone_Agrícola_Implementos_0064,0.033883787975042864,0.31826536876194605,27426805.64,⚠️ VOLATILE (small + risky)
Firestone_Agrícola_Implementos_0070,0.012604120166076158,0.3075766516253369,21281759.41,low
Firestone_Agrícola_Implementos_0073,0.008432687628541047,0.26210525873784174,16720432.36,low
Firestone_Agrícola_Premium Radial_0013,0.01908779996394659,0.2656447102601447,18208648.18,low
Firestone_Agrícola_Tractor_0014,0.024085629515581033,0.22193982701740192,20908592.5,low
Firestone_Agrícola_Tractor_0039,0.08490366813087073,0.310619615482053,45206130.93,🔥 CRITICAL (big + risky)
Firestone_Camión_Long Haul_0052,0.14389401486013687,0.23978639669764304,45041076.17,🟢 CORE (big + stable)
Firestone_Camión_Obras / Mixto_0028,0.07288574501623968,0.26612395439870506,41592351.58,🟢 CORE (big + stable)
Firestone_Camión_Regional_0001,0.02295325900605944,0.261368337183902,19853505.19,low
Firestone_Camión_Regional_0029,0.03135788485506751,0.2283898887134128,18844499.71,low
Firestone_Camión_Regional_0038,0.006167748933330513,0.2506862735138075,8009486.42,low
Firestone_Camión_Regional_0056,0.008443842623214792,0.28914750097860353,9065569.49,low
Firestone_Camión_Regional_0068,0.08859784798604488,0.248492803842311,27547103.75,🟢 CORE (big + stable)
Firestone_Coche_Budget_0023,0.09959318594709451,0.40148456445053843,12294890.3,🔥 CRITICAL (big + risky)
Firestone_Coche_Budget_0061,0.018100384625974388,0.49564105905590505,5304708.08,⚠️ VOLATILE (small + risky)
Firestone_Coche_Budget_0067,0.09830887805206924,0.5107434109586946,11043927.14,🔥 CRITICAL (big + risky)
Firestone_Coche_Eco_0008,0.03115361063644067,0.32983854442671556,12510218.72,⚠️ VOLATILE (small + risky)
Firestone_Coche_Eco_0033,0.06017650128863597,0.27389380082529613,22102897.2,🟢 CORE (big + stable)
Firestone_Coche_Eco_0042,0.07049405550460812,0.33006586775652114,25894563.42,🔥 CRITICAL (big + risky)
Firestone_Coche_Eco_0048,0.04794730312776508,0.2855282714542403,16244040.620000001,low
Firestone_Coche_Eco_0064,0.01000125141665456,0.32217944144858934,8108934.5,⚠️ VOLATILE (small + risky)
Firestone_Coche_Eco_0068,0.014804036072472644,0.2883040125107955,9536889.39,low
Firestone_Coche_Performance_0018,0.008320362103385711,0.28810712389076143,10186250.9,low
Firestone_Coche_Touring_0016,0.04841195772158754,0.3591562995642385,11524925.55,⚠️ VOLATILE (small + risky)
Firestone_Coche_Touring_0046,0.025184869589158804,0.2661294441750991,8853761.34,low
Firestone_Furgoneta_Reforzado_0004,0.032382852636882446,0.3238251174477909,14552142.48,⚠️ VOLATILE (small + risky)
Firestone_Furgoneta_Reforzado_0017,0.06695802547830593,0.2679398708543993,19360282.62,🟢 CORE (big + stable)
Firestone_Furgoneta_Reforzado_0024,0.02453969779649801,0.28757009369373265,13737021.290000001,low
Firestone_Furgoneta_Reforzado_0040,0.04697488394174707,0.2882064972611041,16453572.73,low
Firestone_Furgoneta_Standard_0002,0.0691019057646765,0.25792842665817667,13260311.1,🟢 CORE (big + stable)
Firestone_Furgoneta_Standard_0029,0.08273241862927705,0.2373285971949335,21912205.41,🟢 CORE (big + stable)
Firestone_Furgoneta_Standard_0036,0.06978306468902118,0.34425664333729183,13027653.040000001,🔥 CRITICAL (big + risky)
Firestone_Industrial_Construcción Pesada_0049,0.05524738429627204,0.2856286233977545,26753121.669999998,low
Firestone_Industrial_Construcción Pesada_0065,0.052120119233761045,0.32300749452737787,23646581.18,⚠️ VOLATILE (small + risky)
Firestone_Industrial_Construcción Pesada_0069,0.009990883767655737,0.22472261990452352,11263953.26,low
Firestone_Industrial_Manipulación Ligera_0010,0.10594483962448191,0.2646264855934899,37038651.63,🟢 CORE (big + stable)
Firestone_SUV / 4x4_All Terrain (A/T)_0014,0.008654014749046384,0.2983102665076384,8809017.08,low
Firestone_SUV / 4x4_All Terrain (A/T)_0016,0.06099386714461128,0.27452023204997045,25922216.57,🟢 CORE (big + stable)
Firestone_SUV / 4x4_Mud Terrain (M/T)_0010,0.03874334533119713,0.26544407170059003,23650416.54,low
Fulda_Agrícola_Implementos_0017,0.013847328743091273,0.3035366001459336,19597443.33,low
Fulda_Agrícola_Implementos_0018,0.0538769171178466,0.32686854806746285,43006379.53,⚠️ VOLATILE (small + risky)
Fulda_Agrícola_Implementos_0027,0.06658125913726444,0.29340919560880435,53216832.43,🟢 CORE (big + stable)
Fulda_Agrícola_Implementos_0048,0.04399392028581941,0.3509391056643379,28875891.42,⚠️ VOLATILE (small + risky)
Fulda_Agrícola_Implementos_0077,0.006180328532408741,0.24804565741356774,12291322.11,low
Fulda_Agrícola_Premium Radial_0025,0.1354539734868423,0.27397488763873323,32575603.26,🟢 CORE (big + stable)
Fulda_Agrícola_Premium Radial_0033,0.06906448035926466,0.27433811666168095,17982660.67,🟢 CORE (big + stable)
Fulda_Camión_Long Haul_0020,0.035708100604095065,0.29891043476888846,25384404.82,low
Fulda_Camión_Obras / Mixto_0022,0.10868606598957743,0.25538938561545244,62097602.65,🟢 CORE (big + stable)
Fulda_Camión_Obras / Mixto_0045,0.008554738126257079,0.24807879361973922,6697687.1,low
Fulda_Camión_Obras / Mixto_0072,0.0069861712198147664,0.25258743709213677,9633193.0,low
Fulda_Camión_Obras / Mixto_0078,0.04162496115680706,0.24983104742504275,24496070.77,low
Fulda_Camión_Regional_0007,0.11354678802423067,0.2794845155338782,48874821.24,🟢 CORE (big + stable)
Fulda_Camión_Regional_0023,0.039889352139891615,0.2792522347731871,21368817.98,low
Fulda_Camión_Regional_0028,0.10182183886724468,0.25248581134161935,43911455.21,🟢 CORE (big + stable)
Fulda_Camión_Regional_0044,0.012737953790257746,0.2503019825506061,9850310.24,low
Fulda_Camión_Regional_0065,0.07553131773542937,0.2566761106980202,32477474.82,🟢 CORE (big + stable)
Fulda_Coche_Budget_0000,0.012394019395909613,0.34779595053357715,3761175.62,⚠️ VOLATILE (small + risky)
Fulda_Coche_Budget_0016,0.08684909513284546,0.38588033079697437,13169664.39,🔥 CRITICAL (big + risky)
Fulda_Coche_Budget_0037,0.06648795412039024,0.4738331326613261,10140255.68,🔥 CRITICAL (big + risky)
Fulda_Coche_Budget_0051,0.07087476191771426,0.38252317738229547,8092632.18,🔥 CRITICAL (big + risky)
Fulda_Coche_Budget_0066,0.0885982645683667,0.4920845212929583,10909662.43,🔥 CRITICAL (big + risky)
Fulda_Coche_Eco_0023,0.05669936625392706,0.3246033683709571,19249990.84,⚠️ VOLATILE (small + risky)
Fulda_Coche_Eco_0041,0.04678596104991147,0.3687505993649353,17197716.54,⚠️ VOLATILE (small + risky)
Fulda_Coche_Eco_0065,0.005634479463838544,0.2742049849135659,4754766.75,low
Fulda_Coche_Performance_0036,0.017181872389623275,0.29591651377697026,16319276.97,low
Fulda_Furgoneta_Reforzado_0019,0.09006196444695005,0.2213528552168874,17882303.21,🟢 CORE (big + stable)
Fulda_Furgoneta_Reforzado_0020,0.030616624931637592,0.25985961279370723,13936204.35,low
Fulda_Furgoneta_Reforzado_0023,0.015047059122745994,0.22033307287590095,7451326.21,low
Fulda_Furgoneta_Reforzado_0052,0.012128369992781626,0.2962812718732767,10057792.27,low
Fulda_Furgoneta_Reforzado_0058,0.010211790838612216,0.27337169629084895,7339054.82,low
Fulda_Furgoneta_Standard_0001,0.11095678193509363,0.24279636153010756,21331406.75,🟢 CORE (big + stable)
Fulda_Industrial_Construcción Pesada_0051,0.05335376155963655,0.249202976152695,24456929.47,low
Fulda_Industrial_Manipulación Ligera_0012,0.05585952878162469,0.3112299802721331,19024492.53,⚠️ VOLATILE (small + risky)
Fulda_Industrial_Manipulación Ligera_0023,0.011730088953008463,0.25992798515335436,10206213.34,low
Fulda_Industrial_Manipulación Ligera_0028,0.054577138924406014,0.2754703938615147,21114151.75,low
Fulda_Industrial_Manipulación Ligera_0053,0.07500551655594517,0.3293428009229401,25269658.94,🔥 CRITICAL (big + risky)
Fulda_Industrial_Portuario/Especial_0009,0.06617286559464627,0.22608178923537922,1611844.06,🟢 CORE (big + stable)
Fulda_Industrial_Portuario/Especial_0052,0.059030441235826306,0.22650219106303016,2091047.12,🟢 CORE (big + stable)
Fulda_Industrial_Portuario/Especial_0055,0.10006693342397413,0.23408069691163072,2544235.71,🟢 CORE (big + stable)
Fulda_Industrial_Portuario/Especial_0057,0.03723446524101532,0.2639614865610831,1377970.69,low
Fulda_SUV / 4x4_All Terrain (A/T)_0039,0.010760249986563974,0.29065027820305367,10910774.2,low
Fulda_SUV / 4x4_All Terrain (A/T)_0065,0.007877509271258328,0.265934521860287,8303321.63,low
Fulda_SUV / 4x4_Highway Terrain (H/T)_0018,0.2563600013333229,0.29094539145122833,17222047.29,🟢 CORE (big + stable)
Fulda_SUV / 4x4_Highway Terrain (H/T)_0062,0.04908142821056282,0.2820460361955323,13248325.22,low
Fulda_SUV / 4x4_Mud Terrain (M/T)_0026,0.009037810959597891,0.2921353556014399,13785859.65,low
Fulda_SUV / 4x4_Mud Terrain (M/T)_0031,0.009013272713417324,0.2971247900987552,12947577.46,low
Fulda_SUV / 4x4_Mud Terrain (M/T)_0056,0.051433850258456974,0.22056791580496093,31409243.21,low
Fulda_SUV / 4x4_Mud Terrain (M/T)_0076,0.052604869244976024,0.2715478057045692,32184053.06,low
Fulda_SUV / 4x4_Mud Terrain (M/T)_0078,0.013803121168970596,0.22722919209936054,17667188.82,low
GT Radial_Agrícola_Premium Radial_0020,0.022382680531263688,0.24589399026351555,19040792.85,low
GT Radial_Agrícola_Premium Radial_0032,0.008627834891881667,0.25292552117543154,9616255.7,low
GT Radial_Agrícola_Premium Radial_0038,0.06283902089963889,0.2641819969445576,28070992.88,🟢 CORE (big + stable)
GT Radial_Agrícola_Premium Radial_0048,0.011074027506662969,0.2635488700020215,12307680.45,low
GT Radial_Agrícola_Premium Radial_0079,0.01231258971121368,0.25786384186493594,7363723.5,low
GT Radial_Agrícola_Tractor_0050,0.01225402138964968,0.361779009490932,19694746.23,⚠️ VOLATILE (small + risky)
GT Radial_Camión_Long Haul_0011,0.0753362730347111,0.2906314463507729,39444774.3,🟢 CORE (big + stable)
GT Radial_Camión_Long Haul_0027,0.061830210589299994,0.2581935349365872,40181970.92,🟢 CORE (big + stable)
GT Radial_Camión_Long Haul_0053,0.008842569952304561,0.2872631946336076,14272464.22,low
GT Radial_Camión_Long Haul_0056,0.01093957910734305,0.2749829383254704,14260491.69,low
GT Radial_Camión_Obras / Mixto_0000,0.011756735041936788,0.25919051483191197,16216762.95,low
GT Radial_Camión_Obras / Mixto_0013,0.015193948473910888,0.2560527347553313,20070681.07,low
GT Radial_Camión_Obras / Mixto_0056,0.03535880404425259,0.25849613517316605,24568551.169999998,low
GT Radial_Camión_Regional_0006,0.04722844628140238,0.28322535431150014,24657458.88,low
GT Radial_Camión_Regional_0062,0.056356660996028964,0.2969416465658417,25378312.34,low
GT Radial_Coche_Budget_0020,0.07804249009187139,0.33361254011541275,11853543.86,🔥 CRITICAL (big + risky)
GT Radial_Coche_Budget_0041,0.14621839996830996,0.4735279208075022,17983438.3,🔥 CRITICAL (big + risky)
GT Radial_Coche_Budget_0060,0.01034490831421964,0.3667381679878495,3780765.68,⚠️ VOLATILE (small + risky)
GT Radial_Coche_Budget_0071,0.05266681221258839,0.4294849225224264,8323957.38,⚠️ VOLATILE (small + risky)
GT Radial_Coche_Budget_0077,0.06693821189708822,0.38881932631398025,7557302.3,🔥 CRITICAL (big + risky)
GT Radial_Coche_Eco_0014,0.005104065735084804,0.2785750387103577,4671936.02,low
GT Radial_Coche_Performance_0019,0.03071139345334627,0.3106239952561702,16943189.57,⚠️ VOLATILE (small + risky)
GT Radial_Coche_Touring_0003,0.028602441215983168,0.3236778296817559,9391315.63,⚠️ VOLATILE (small + risky)
GT Radial_Coche_Touring_0006,0.03850087757636722,0.3416273766194205,11008170.47,⚠️ VOLATILE (small + risky)
GT Radial_Coche_Touring_0061,0.02286716250644001,0.35535191661392856,8745128.23,⚠️ VOLATILE (small + risky)
GT Radial_Furgoneta_Reforzado_0055,0.013194832129607452,0.20972466644643298,10955180.26,low
GT Radial_Furgoneta_Standard_0003,0.04989855027529198,0.35795532878894565,13567450.84,⚠️ VOLATILE (small + risky)
GT Radial_Furgoneta_Standard_0043,0.03648801106071557,0.3489489148985015,12201564.53,⚠️ VOLATILE (small + risky)
GT Radial_Furgoneta_Standard_0079,0.04274973575707703,0.3175214311220181,9509000.06,⚠️ VOLATILE (small + risky)
GT Radial_Industrial_Construcción Pesada_0036,0.022380068427154152,0.23776124555508465,20628253.22,low
GT Radial_Industrial_Construcción Pesada_0064,0.01059636938842635,0.273488936117467,6422372.56,low
GT Radial_Industrial_Manipulación Ligera_0050,0.026301425901261815,0.28224482587494754,16232746.07,low
GT Radial_Industrial_Portuario/Especial_0001,0.0193410981990068,0.250470196844764,1010491.3099999999,low
GT Radial_Industrial_Portuario/Especial_0005,0.04915496632236747,0.2550897525812887,1742496.38,low
GT Radial_SUV / 4x4_All Terrain (A/T)_0053,0.006108937383517482,0.2809596206477522,6234742.7299999995,low
GT Radial_SUV / 4x4_Highway Terrain (H/T)_0004,0.01007088113039216,0.3328117709722911,7449594.13,⚠️ VOLATILE (small + risky)
GT Radial_SUV / 4x4_Highway Terrain (H/T)_0027,0.07706098235417448,0.36027434054740426,15589939.01,🔥 CRITICAL (big + risky)
GT Radial_SUV / 4x4_Mud Terrain (M/T)_0001,0.06805966991379452,0.25022640651230926,41851919.05,🟢 CORE (big + stable)
GT Radial_SUV / 4x4_Mud Terrain (M/T)_0052,0.04169767421117552,0.23369667288175147,25483804.17,low
GT Radial_SUV / 4x4_Mud Terrain (M/T)_0070,0.033588484869639945,0.3254608931503357,20358966.95,⚠️ VOLATILE (small + risky)
General Tire_Agrícola_Implementos_0020,0.005913762721047504,0.30740171805660066,11781926.66,low
General Tire_Agrícola_Implementos_0028,0.0639227694806983,0.33089455950544133,50920804.64,🔥 CRITICAL (big + risky)
General Tire_Agrícola_Implementos_0054,0.0467197090079277,0.3635517035862674,37457127.9,⚠️ VOLATILE (small + risky)
General Tire_Agrícola_Implementos_0075,0.04972984201865135,0.2630753449852676,32437611.32,low
General Tire_Agrícola_Premium Radial_0012,0.05162833164702469,0.2577857153295106,25554603.67,low
General Tire_Agrícola_Premium Radial_0019,0.10159824346873542,0.2687749669641104,24519727.13,🟢 CORE (big + stable)
General Tire_Agrícola_Premium Radial_0042,0.062102781811975996,0.28122500112007703,30821133.54,🟢 CORE (big + stable)
General Tire_Agrícola_Tractor_0000,0.02241384631214116,0.26862617394251925,18957639.69,low
General Tire_Agrícola_Tractor_0051,0.12439908582969272,0.31240413431439146,42668979.49,🔥 CRITICAL (big + risky)
General Tire_Agrícola_Tractor_0062,0.01919947156702025,0.27869629268120255,16359368.23,low
General Tire_Agrícola_Tractor_0063,0.013820707826709374,0.24935876340754212,17440574.64,low
General Tire_Agrícola_Tractor_0075,0.034107550302526796,0.24549721132570182,22231876.34,low
General Tire_Camión_Long Haul_0016,0.00613578117292409,0.24377158140037344,7990758.6,low
General Tire_Camión_Long Haul_0036,0.006898238083103757,0.25951378463918434,11129291.28,low
General Tire_Camión_Long Haul_0065,0.1123179296459955,0.2659483825137001,35168175.54,🟢 CORE (big + stable)
General Tire_Camión_Obras / Mixto_0061,0.07067222874675394,0.2586757963755613,39131755.67,🟢 CORE (big + stable)
General Tire_Camión_Regional_0010,0.01328737752992323,0.27729521171152643,15925074.28,low
General Tire_Camión_Regional_0026,0.04498514890158605,0.24153963974013928,23473077.35,low
General Tire_Camión_Regional_0074,0.10486455452143717,0.31219073228130895,32594332.91,🔥 CRITICAL (big + risky)
General Tire_Camión_Regional_0078,0.036014156804758016,0.23721964823488947,19681499.830000002,low
General Tire_Coche_Budget_0013,0.03747329017810534,0.5251201954724405,5745464.87,⚠️ VOLATILE (small + risky)
General Tire_Coche_Budget_0030,0.01494693368516529,0.3048871033259908,4446889.86,low
General Tire_Coche_Budget_0032,0.11099073791787825,0.47350607125297506,16890259.43,🔥 CRITICAL (big + risky)
General Tire_Coche_Budget_0062,0.011851589231786306,0.3359068838830684,3292178.72,⚠️ VOLATILE (small + risky)
General Tire_Coche_Budget_0078,0.04301978414577179,0.358355016132427,5947523.96,⚠️ VOLATILE (small + risky)
General Tire_Coche_Eco_0044,0.03690581394559039,0.31222388087410813,14084251.88,⚠️ VOLATILE (small + risky)
General Tire_Coche_Eco_0046,0.00734315100986287,0.3419952415580842,6215652.05,⚠️ VOLATILE (small + risky)
General Tire_Coche_Performance_0063,0.007295455331074836,0.2771088592299884,10046002.53,low
General Tire_Coche_Performance_0064,0.06857337925387881,0.30579063901882286,33761945.35,🟢 CORE (big + stable)
General Tire_Coche_Touring_0001,0.03844327932450555,0.24820463591146336,4187397.59,low
General Tire_Coche_Touring_0022,0.06203333062803012,0.3671397634451894,17385268.09,🔥 CRITICAL (big + risky)
General Tire_Furgoneta_Reforzado_0066,0.05845370119748496,0.3299736682563538,19760264.85,⚠️ VOLATILE (small + risky)
General Tire_Furgoneta_Standard_0024,0.04074496390336779,0.28134702108693377,12525203.92,low
General Tire_Furgoneta_Standard_0064,0.01808658509458497,0.26157348806419667,7789363.91,low
General Tire_Furgoneta_Standard_0070,0.01735141193705138,0.3128311277620575,7874766.16,⚠️ VOLATILE (small + risky)
General Tire_Industrial_Manipulación Ligera_0024,0.007835318585917114,0.2780178791351879,6561594.16,low
General Tire_Industrial_Portuario/Especial_0011,0.008051224064984805,0.21167059130425286,476293.01,low
General Tire_Industrial_Portuario/Especial_0016,0.05436311358434304,0.2029726177673536,1923370.26,low
General Tire_Industrial_Portuario/Especial_0022,0.03496623729964114,0.24018045844747649,1330566.98,low
General Tire_Industrial_Portuario/Especial_0047,0.0779565366996812,0.22100757448680003,1979518.83,🟢 CORE (big + stable)
General Tire_Industrial_Portuario/Especial_0069,0.009288436059745017,0.20170597679296445,817394.85,low
General Tire_SUV / 4x4_All Terrain (A/T)_0002,0.044736974453260483,0.26087005394628926,18658481.11,low
General Tire_SUV / 4x4_Highway Terrain (H/T)_0025,0.024557248399050633,0.3487999593007786,11670724.71,⚠️ VOLATILE (small + risky)
General Tire_SUV / 4x4_Highway Terrain (H/T)_0054,0.06010555032285563,0.30053283921843105,17955545.57,🟢 CORE (big + stable)
General Tire_SUV / 4x4_Highway Terrain (H/T)_0078,0.018105802735262126,0.2905960405837417,11665219.32,low
General Tire_SUV / 4x4_Mud Terrain (M/T)_0041,0.007228418703631552,0.22511510316005892,10405163.87,low
Goodride_Agrícola_Tractor_0041,0.05616661192990612,0.30655595456735424,29838287.55,low
Goodride_Agrícola_Tractor_0061,0.07416830650030058,0.2774140840424242,26685264.07,🟢 CORE (big + stable)
Goodride_Agrícola_Tractor_0067,0.004943951842325122,0.2561384797620092,7975248.12,low
Goodride_Camión_Long Haul_0009,0.10562515106032741,0.23937977979219988,33021993.22,🟢 CORE (big + stable)
Goodride_Camión_Long Haul_0069,0.06468050456735595,0.21087445688620007,41993464.98,🟢 CORE (big + stable)
Goodride_Camión_Long Haul_0071,0.09118664740652259,0.334038515400764,47692232.07,🔥 CRITICAL (big + risky)
Goodride_Camión_Obras / Mixto_0052,0.01580301437449906,0.3173412241046771,12370388.620000001,⚠️ VOLATILE (small + risky)
Goodride_Camión_Regional_0070,0.07079684016782646,0.27244296619938496,30502100.68,🟢 CORE (big + stable)
Goodride_Coche_Budget_0069,0.06937247624773629,0.4192420273445805,8638788.87,🔥 CRITICAL (big + risky)
Goodride_Coche_Performance_0028,0.0418593558177229,0.2601182001066833,23397583.46,low
Goodride_Coche_Performance_0076,0.0686577131092697,0.2991818556019727,33767960.28,🟢 CORE (big + stable)
Goodride_Coche_Touring_0011,0.054637256157291265,0.30697714649640334,12796567.5,low
