community,n_skus,total_revenue,dec_core_revenue_pct,val_core_revenue_pct,dec_core_top3_pct,val_core_top5_pct,dec_core_dominant,Competitive Fighter,KVI,Premium Leader,Traffic Driver,low_core_coverage,alta_fragilidad_dec,alta_fragilidad_val,contradiccion_dec_val,CDI_DEC,CDI_VAL,DEC_CORE_GAP,VAL_CORE_GAP,core_profile_refined,dec_vs_val_diff,cdi_mean,segment,dec_score,val_score,core_score_raw,structure_intensity,core_score,core_score_refined,core_score_refined_pct,quadrant,Strategic High Margin,role_dominance,role_entropy,inventory_type,cont_strategic_fragile,cont_operational_complex,cont_dominant_no_focus,cont_complex_low_value,cont_score,canib_internal_pct,canib_z,canib_flag,rev_norm,dec_norm,val_norm,entropy_norm,executive_score,exec_rank,exec_tier
Industrial_|_Manipulación_Ligera_Community_03,31,608934095.4799999,17.4,50.1,14.1,24.7,False,41.4,9.9,27.0,21.7,False,False,False,False,0.8103448275815499,0.4930139720549041,3.299999999999999,25.4,Strategic Driven,-32.7,0.651679399818227,Industrial_|_Manipulación_Ligera_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4022480900272659,83.0,Q1 – VAL Dominant,0.0,0.414,1.845377550225309,Hyper-Competitive,0,0,0,0,0,27.741935483870968,0.35879439323336126,🟢 NORMAL,0.5043806266864275,0.174,0.8462837837837837,0.9314927760017085,0.36367391902034607,20,Tier 2 — Operación crítica
Industrial_|_Portuario/Especial_Community_01,21,35481101.39,21.2,45.1,21.2,36.0,False,30.6,19.4,34.8,15.1,False,True,True,False,0.9999999999952832,0.7982261640780527,0.0,9.1,Residual / Nicho,-23.9,0.899113082036668,Industrial_|_Portuario/Especial_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3651330376944998,63.9,Q1 – VAL Dominant,0.0,0.3483483483483483,1.924013316799727,Hyper-Competitive,0,0,0,1,1,21.428571428571427,-0.40281757368891385,🟢 NORMAL,0.019276896741515864,0.212,0.7618243243243242,0.9711858179434423,-0.04595174201665686,53,Tier 3 — Monitorizar
Industrial_|_Portuario/Especial_Community_02,23,37978637.79000001,20.6,44.6,20.6,36.6,False,57.3,4.9,33.6,4.2,False,True,True,False,0.9999999999951458,0.8206278026887429,0.0,8.0,Residual / Nicho,-24.0,0.9103139013419445,Industrial_|_Portuario/Especial_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3634529147987083,63.0,Q1 – VAL Dominant,0.0,0.573,1.394317285112364,Hyper-Competitive,0,0,0,0,0,30.039525691699602,0.6359639310642825,🟠 HIGH,0.0213896492003914,0.20600000000000002,0.7533783783783783,0.7038107071248952,0.1780193835622616,40,Tier 3 — Monitorizar
Industrial_|_Portuario/Especial_Community_03,36,52869843.47,25.0,41.5,12.9,26.1,False,29.0,12.5,38.2,20.4,False,False,False,False,0.515999999997936,0.6289156626490869,12.1,15.4,Residual / Nicho,-16.5,0.5724578313235115,Industrial_|_Portuario/Especial_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4141313253014733,89.1,Q4 – Low Impact,0.0,0.3816183816183817,1.8906535777581384,Hyper-Competitive,0,0,0,0,0,25.873015873015877,0.13333748493925762,🟢 NORMAL,0.033986635340830185,0.25,0.7010135135135134,0.9543467944478178,0.1559133530699286,43,Tier 3 — Monitorizar
SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,37,703141557.56,27.3,39.5,14.2,23.1,False,27.5,14.9,41.5,16.1,False,False,False,False,0.5201465201446148,0.584810126580798,13.1,16.4,Strategic Driven,-12.2,0.5524783233627064,SUV_/_4x4_|_All_Terrain_(A/T)_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.417128251495594,90.7,Q3 – DEC Dominant,0.0,0.415,1.8722048870362364,Hyper-Competitive,0,0,0,0,0,25.375375375375377,0.0733046791469139,🟢 NORMAL,0.58407397856468,0.273,0.6672297297297296,0.9450344333366494,0.3741835805246395,14,Tier 1 — Palanca estratégica
SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,17,358680803.29,16.2,47.0,23.2,41.8,False,48.0,5.2,32.5,14.3,False,True,True,False,1.4320987654232589,0.8893617021257673,-7.0,5.200000000000003,Strategic Driven,-30.8,1.1607302337745131,SUV_/_4x4_|_All_Terrain_(A/T)_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.325890464933823,43.7,Q1 – VAL Dominant,0.0,0.48,1.6582961621947114,Hyper-Competitive,0,0,0,0,0,29.411764705882355,0.5602340547293345,🟢 NORMAL,0.2926827077227156,0.162,0.7939189189189187,0.8370595466316008,0.27234685815565585,32,Tier 2 — Operación crítica
SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,24,467270574.23,25.5,41.9,20.2,27.1,False,28.9,21.5,40.0,9.6,False,True,False,False,0.7921568627419916,0.6467780429578837,5.300000000000001,14.799999999999995,Strategic Driven,-16.4,0.7194674528499376,SUV_/_4x4_|_All_Terrain_(A/T)_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3920798820725094,77.8,Q3 – DEC Dominant,0.0,0.4,1.8476704237785357,Hyper-Competitive,0,0,0,0,0,24.27536231884058,-0.059395272937174,🟢 NORMAL,0.38454255231285506,0.255,0.7077702702702702,0.9326501517110074,0.3012445733216088,25,Tier 2 — Operación crítica
SUV_/_4x4_|_All_Terrain_(A/T)_Community_04,2,46097678.99,0.0,51.4,0.0,100.0,False,51.4,0.0,0.0,48.6,True,False,True,False,0.0,1.9455252918250088,0.0,-48.6,Residual / Nicho,-51.4,0.9727626459125044,SUV_/_4x4_|_All_Terrain_(A/T)_Community_04,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3540856031131243,58.2,Q1 – VAL Dominant,0.0,0.514,0.9994343896240242,Hyper-Competitive,0,0,0,0,0,0.0,-2.987850892074737,⚪ NO DATA,0.028257827081206992,0.0,0.8682432432432431,0.5044853362981415,0.1779154080134794,41,Tier 3 — Monitorizar
SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_01,32,466541087.67,27.6,38.5,15.8,23.2,False,34.0,8.9,43.0,14.1,False,False,False,False,0.5724637681138679,0.6025974025958374,11.8,15.3,Strategic Driven,-10.9,0.5875305853548527,SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4118704121967721,88.0,Q3 – DEC Dominant,0.0,0.43,1.7618514250075612,Hyper-Competitive,0,0,0,0,0,27.016129032258064,0.2712368130944865,🟢 NORMAL,0.3839254543905358,0.276,0.6503378378378377,0.8893312236200581,0.296221518853668,26,Tier 2 — Operación crítica
SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_02,41,673136221.53,23.7,43.6,12.4,20.5,False,28.4,20.0,37.3,14.4,False,False,False,False,0.5232067510526448,0.4701834862374536,11.3,23.1,Strategic Driven,-19.9,0.4966951186450492,SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4254957322032426,95.0,Q1 – VAL Dominant,0.0,0.3726273726273726,1.9129610350026556,Hyper-Competitive,0,0,0,0,0,24.634146341463413,-0.01611340248322964,🟢 NORMAL,0.5586914265919564,0.237,0.7364864864864864,0.9656069483776722,0.3702874974206369,17,Tier 1 — Palanca estratégica
SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_03,7,97311695.04,20.3,53.0,20.3,72.8,False,42.5,17.4,20.3,19.8,False,True,True,False,0.999999999995074,1.3735849056577856,0.0,-19.8,Strategic Driven,-32.7,1.1867924528264298,SUV_/_4x4_|_Highway_Terrain_(H/T)_Community_03,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.3219811320760355,41.7,Q1 – VAL Dominant,0.0,0.425,1.8932257262344028,Hyper-Competitive,0,0,0,0,0,19.047619047619047,-0.6900434979540052,🟢 NORMAL,0.07158153533167685,0.203,0.8952702702702702,0.9556451399945877,0.20763566770077957,38,Tier 3 — Monitorizar
SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,41,914119342.49,21.7,44.9,11.6,20.8,False,35.9,12.9,33.0,18.2,False,False,False,False,0.5345622119791035,0.4632516703775874,10.1,24.1,Strategic Driven,-23.2,0.4989069411783454,SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_01,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4251639588232482,94.8,Q1 – VAL Dominant,0.0,0.359,1.8868964413527298,Hyper-Competitive,0,0,0,0,0,26.21951219512195,0.17513703001523379,🟢 NORMAL,0.7625473869518299,0.217,0.7584459459459458,0.9524503015487555,0.4536354111123429,5,Tier 1 — Palanca estratégica
SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,39,862479573.19,25.5,40.9,15.4,20.4,False,32.2,14.1,40.4,13.4,False,False,False,False,0.6039215686250827,0.4987775061112499,10.1,20.5,Strategic Driven,-15.4,0.5513495373681663,SUV_/_4x4_|_Mud_Terrain_(M/T)_Community_02,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4333333333333332,0.4172975693947751,90.7,Q3 – DEC Dominant,0.0,0.4035964035964036,1.841346772328298,Hyper-Competitive,0,0,0,0,0,25.775978407557353,0.12163138114329777,🟢 NORMAL,0.7188635192955506,0.255,0.6908783783783783,0.9294581568570924,0.43106918662710547,6,Tier 1 — Palanca estratégica
